tfp,gr_tfp,lab,gr_lab,sigma,theta1,Eland,Fex,beta_hat
42.740143,0.006535872,11493.407,1.537286e-05,0.0056738965,0.0003615052,0.010414894,0.8387584,0.98223394
42.935658,0.006503273,11493.582,1.4966101e-05,0.005565259,0.00035281497,0.010178078,0.8377422,0.98224795
43.131058,0.0064708395,11493.752,1.4570134e-05,0.0054586013,0.00034432742,0.00994666,0.83673173,0.9822619
43.326385,0.006438565,11493.916,1.4184634e-05,0.0053538824,0.00033603734,0.009720496,0.83572686,0.9822758
43.52162,0.006406451,11494.077,1.380932e-05,0.005251068,0.0003279403,0.009499465,0.8347277,0.9822896
43.716724,0.0063744998,11494.234,1.34439715e-05,0.0051501417,0.0003200331,0.009283477,0.83373415,0.9823034
43.91176,0.0063427053,11494.387,1.3088271e-05,0.0050510396,0.00031230933,0.009072383,0.83274627,0.9823171
44.106644,0.006311073,11494.535,1.2742022e-05,0.0049537686,0.00030476743,0.008866115,0.831764,0.98233074
44.301464,0.006279594,11494.68,1.2404883e-05,0.0048582507,0.0002974001,0.008664503,0.8307874,0.9823443
44.49614,0.006248274,11494.82,1.20767045e-05,0.0047644945,0.0002902061,0.008467496,0.82981664,0.98235786
44.6907,0.0062171104,11494.957,1.1757204e-05,0.004672466,0.00028318114,0.008274963,0.82885146,0.9823713
44.885117,0.006186104,11495.091,1.1446172e-05,0.0045821206,0.00027632064,0.008086817,0.8278919,0.9823847
45.07943,0.0061552487,11495.221,1.1143346e-05,0.0044934256,0.00026962042,0.007902934,0.82693803,0.98239803
45.273613,0.0061245463,11495.347,1.0848524e-05,0.0044063595,0.00026307738,0.0077232243,0.8259898,0.9824113
